System Name,Managed State,Tags,IP address,User Name,Last Communication
OCS-L-004187382,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.149.74.54,Michael.Davidson,3/11/20 4:40:21 PM EDT
OCS-L-004187383,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.147,Phillip.Jenkins,3/11/20 4:14:09 PM EDT
OCS-L-004187385,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.113,Glen.Rice,3/11/20 5:09:54 PM EDT
OCS-L-004187386,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.30,Gena.Manic,3/11/20 3:03:19 PM EDT
OCS-L-004187387,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.48,Danny.Fitzpatrick,3/11/20 4:32:07 PM EDT
OCS-L-004187388,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.210,ellen.sanford,3/11/20 3:03:41 PM EDT
OCS-L-004187389,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.16,paul.gionis,3/11/20 4:14:39 PM EDT
OCS-L-004187390,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.51,Mohammed.Kemal,3/11/20 4:12:39 PM EDT
OCS-L-004187391,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.133,Robert.Ciepiela,3/11/20 5:11:38 PM EDT
OCS-L-004187392,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.128,Jeremy.Wetzel,3/11/20 3:51:47 PM EDT
OCS-L-004187393,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.231,yan.xu,3/11/20 4:09:45 PM EDT
OCS-L-004187394,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.222,Martha.Herzog,3/11/20 4:32:14 PM EDT
OCS-L-004187395,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.62,justin.adams,3/11/20 4:03:19 PM EDT
OCS-L-004187396,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.32,Yuji.Funakoshi,3/11/20 5:03:23 PM EDT
OCS-L-004187397,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.180,Barry.Gallagher,3/11/20 12:23:45 PM EDT
OCS-L-004187398,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.0.3,N/A,3/11/20 4:54:29 PM EDT
OCS-L-004187399,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.128,brian.akers,3/11/20 4:03:41 PM EDT
OCS-L-004187400,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.145,Brian.Hensel,3/11/20 4:27:17 PM EDT
OCS-L-004187401,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.92,Wei.Wu,3/11/20 4:21:33 PM EDT
OCS-L-004310005,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.89,N/A,3/10/20 4:07:23 PM EDT
OCS-L-004310010,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.33.33,angelina.ponella,3/11/20 4:35:45 PM EDT
OCS-L-004310011,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.77,James.J.Miller,3/4/20 3:32:46 PM EST
OCS-L-004310012,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.59,Meghan.McGovern,3/11/20 4:34:04 PM EDT
OCS-L-004310014,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.33.14,jonathan.haines,3/5/20 2:25:12 PM EST
OCS-L-004310015,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.76,Joseph.Berry.ou,2/24/20 2:04:06 PM EST
OCS-L-004310016,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.73,N/A,3/5/20 3:17:00 PM EST
OCS-L-004310017,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.33.34,Casiano.Koprowski,1/29/20 8:56:48 AM EST
OCS-L-004310021,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.83,N/A,3/6/20 1:43:07 PM EST
OCS-L-004310101,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.145,Heather.Gilbert,3/10/20 4:07:13 PM EDT
OCS-L-004310104,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.50.138,Elizabeth.Kretovic,3/11/20 4:17:47 PM EDT
OCS-L-004310106,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.94,Joseph.Hoang,3/11/20 3:24:02 PM EDT
OCS-L-004310108,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.46,Lorraine.Robidoux,3/11/20 4:17:59 PM EDT
OCS-L-004310109,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.36,MaryLouise.Kurchock,3/11/20 2:07:13 PM EDT
OCS-L-004310110,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.119,N/A,3/6/20 3:16:20 PM EST
OCS-L-004310111,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.24,N/A,3/11/20 5:10:36 PM EDT
OCS-L-004310112,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.229,leland.snyder,3/10/20 2:21:21 PM EDT
OCS-L-004310113,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.9,Robert.Nehorayoff,3/11/20 4:33:26 PM EDT
OCS-L-004310114,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.26,Rob.Downs,3/11/20 4:33:07 PM EDT
OCS-L-004310115,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.47,Corey.Allen,3/11/20 4:58:30 PM EDT
OCS-L-004310116,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.226,Kristen.Crossett,3/11/20 5:11:03 PM EDT
OCS-L-004310117,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.86.40,Lynne.Mersfelder,3/11/20 5:09:20 PM EDT
OCS-L-004310119,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.3,frank.powers,3/11/20 8:46:56 AM EDT
OCS-L-004310121,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.49,Jay.Nunenkamp,3/11/20 4:33:21 PM EDT
OCS-L-004310122,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.118,Ben.Galdi,3/11/20 4:23:50 PM EDT
OCS-L-004310123,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.48,Percy.Pacheco,3/11/20 3:42:48 PM EDT
OCS-L-004310124,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.176,Anthony.Johnson,3/11/20 4:14:37 PM EDT
OCS-L-004310125,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.198,Sarah.Wolfskehl,3/11/20 4:34:22 PM EDT
OCS-L-004310126,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.34,christiaan.vanwesten,3/11/20 4:43:38 PM EDT
OCS-L-004310130,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.250,Jingkang.Huang,3/11/20 4:45:27 PM EDT
OCS-L-004310132,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.57,Richard.T.Brennan,3/11/20 4:34:10 PM EDT
OCS-L-004310133,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.149,Melanie.Feliciano,3/11/20 4:42:41 PM EDT
OCS-L-004310138,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.71,Jeffrey.Ferguson,3/11/20 4:30:50 PM EDT
OCS-L-004310139,Managed,"EEPC Apply, Escalated, Laptop, Workstation",155.206.29.38,Tim.Osborn,3/11/20 3:23:26 PM EDT
OCS-L-004310141,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.104,Julie.Armstrong,3/11/20 5:06:29 PM EDT
OCS-L-004310142,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.42,Sam.DeBow,3/11/20 3:53:18 PM EDT
OCS-L-004310150,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.141,Amanda.Phelps,3/11/20 3:32:34 PM EDT
OCS-L-004310151,Managed,"EEPC Apply, Escalated, Laptop, Workstation",161.55.187.34,Bart.O.Buesseler,3/11/20 3:39:27 PM EDT
OCS-L-004310152,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.52,Howard.Hempenius,1/29/20 7:29:29 AM EST
OCS-L-004310153,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.143,James.Hawks,3/11/20 4:04:00 PM EDT
OCS-L-004310155,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.103,MaryLouise.Kurchock,3/9/20 2:57:56 PM EDT
OCS-L-004310156,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.178,N/A,3/11/20 3:31:23 PM EDT
OCS-L-004310157,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.193,Yi.Chen,3/11/20 1:37:03 PM EDT
OCS-L-004310158,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.29,Lynn.Liogys,3/11/20 5:04:46 PM EDT
OCS-L-004310159,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.200.41,N/A,3/9/20 4:33:45 AM EDT
OCS-L-004310160,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.152,Deana.Mastin,3/11/20 2:34:17 PM EDT
OCS-L-004310161,Managed,"EEPC Apply, Escalated, Server",10.111.41.20,N/A,3/11/20 4:35:42 PM EDT
OCS-L-004310162,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.156,Sheila.Matthews,3/11/20 2:50:05 PM EDT
OCS-L-004310163,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.159,Colleen.Roche,3/11/20 8:29:19 AM EDT
OCS-L-004310164,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.85,N/A,3/11/20 4:13:53 PM EDT
OCS-L-004358645,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.122,Terence.Lynch,3/11/20 12:47:26 PM EDT
OCS-L-004358646,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.151,Tsering.Chuki,3/11/20 5:02:30 PM EDT
OCS-L-004358647,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.180,allison.wittrock,3/11/20 4:21:59 PM EDT
OCS-L-004358648,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.206,julia.duan,3/11/20 4:03:01 PM EDT
OCS-L-004358649,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.35.12,Katrina.Wyllie,3/11/20 4:30:42 PM EDT
OCS-L-004358650,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.66,Eric.Wallner,3/11/20 3:14:20 PM EDT
OCS-L-004358652,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.74,andrew.kampia,3/11/20 4:48:42 PM EDT
OCS-L-004358653,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.22,Sarah.Phillips,3/11/20 5:03:39 PM EDT
OCS-L-004358654,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.227,ken.forster,3/11/20 4:44:43 PM EDT
OCS-L-004358655,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.86.164,Courtney.Brock,3/11/20 4:51:13 PM EDT
OCS-L-004358656,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.0.0.166,michael.gaeta,3/11/20 4:16:12 PM EDT
OCS-L-004358657,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.26,N/A,3/11/20 5:03:14 PM EDT
OCS-L-004358658,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.246,John.Whiddon,3/11/20 2:27:57 PM EDT
OCS-L-004358659,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.98,david.merke,3/11/20 5:03:06 PM EDT
OCS-L-004358660,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.135,pramod.singh,3/11/20 4:17:45 PM EDT
OCS-L-004358662,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.33.38,Alexandra.Dawson,3/11/20 2:39:20 PM EDT
OCS-L-004358663,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.27,Jonathan.Justi,3/11/20 5:03:50 PM EDT
OCS-L-004358664,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.64,david.riccio,3/11/20 4:27:22 PM EDT
OCS-L-004358665,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.169,Meredith.Westington,3/11/20 5:05:18 PM EDT
OCS-L-004358666,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.105.136.232,Patrick.Keown,3/11/20 2:53:37 PM EDT
OCS-L-004358667,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.5,john.barber,3/11/20 4:30:18 PM EDT
OCS-L-004358668,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.250,Randy.Barlow,3/11/20 3:09:46 PM EDT
OCS-L-004358669,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.38,Nusrat.Meghna,3/11/20 4:43:55 PM EDT
OCS-L-004358670,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.14,rudolph.winkfield,3/11/20 4:14:40 PM EDT
OCS-L-004358671,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.186,laurie.bennett,3/11/20 5:11:41 PM EDT
OCS-L-004358672,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.67,Kieumy.Dinh,3/11/20 4:03:27 PM EDT
OCS-L-004358673,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.84,kevin.jett,3/11/20 3:42:50 PM EDT
OCS-L-004358674,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.81,lori.powdrell,3/11/20 1:38:51 PM EDT
OCS-L-004358675,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.249,Thomas.Mourtoupalas,3/11/20 5:03:19 PM EDT
OCS-L-004358676,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.39,john.ohara,3/11/20 2:28:46 PM EDT
OCS-L-004358677,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.54,L.Shi,3/11/20 5:03:33 PM EDT
OCS-L-004358678,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.35.32,Gregory.Seroka,3/11/20 3:08:41 PM EDT
OCS-L-004358679,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.16,Daniel.Garatea,3/11/20 4:14:57 PM EDT
OCS-L-004358682,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.124,Ben.Galdi,3/11/20 4:30:41 PM EDT
OCS-L-004358683,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.47,Joseph.Bentley,3/11/20 4:29:29 PM EDT
OCS-L-004358684,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.46,Yahaira.Sanchez,3/11/20 4:40:04 PM EDT
OCS-L-004358685,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.54,Kathryn.ONeill,3/11/20 5:03:41 PM EDT
OCS-L-004358686,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.132,William.Stanus,3/11/20 4:28:33 PM EDT
OCS-L-004358687,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.35,Zachary.Burnett,3/11/20 3:31:21 PM EDT
OCS-L-004358688,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.35.65,Tina.Perry,3/11/20 9:29:39 AM EDT
OCS-L-004358689,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.0.0.246,N/A,3/11/20 5:03:02 PM EDT
OCS-L-004358690,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.20.10.3,Ashley.Chappell,3/11/20 4:01:08 PM EDT
OCS-L-004358691,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.24,darien.watkins,3/11/20 4:57:45 PM EDT
OCS-L-004358692,Managed,"Escalated, Laptop, Workstation",10.111.52.122,Marc.Higgins,3/10/20 2:31:46 PM EDT
OCS-L-004358693,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.49.35,Sladjana.Maksimovic,3/11/20 4:13:30 PM EDT
OCS-L-004358694,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.129,patrick.chauvet,3/11/20 5:09:38 PM EDT
OCS-L-004358695,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.176,tara.wallace,3/11/20 3:03:30 PM EDT
OCS-L-004358696,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.52.247,Eric.Johnston,3/11/20 5:03:24 PM EDT
OCS-L-004358697,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.117,brian.martinez,3/11/20 3:22:31 PM EDT
OCS-L-004358698,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.26,Michael.J.Annis,3/11/20 4:24:33 PM EDT
OCS-L-004358699,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.105.92.196,Jaime.Calzada,3/10/20 2:55:23 PM EDT
OCS-L-A-4187907,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.49.33.74,Andrew.W.Larkin,3/11/20 4:33:46 PM EDT
OCS-L-A-4358661,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.0.18,Julia.Wallace,3/7/20 4:05:09 PM EST
OCS-L-P-1464244,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.103,N/A,3/11/20 4:29:36 PM EDT
OCS-L-P-1464258,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.171,Fernando.Ortiz,3/5/20 4:10:00 PM EST
OCS-L-P-1464262,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.0.1.18,Toshi.Wozumi,3/9/20 11:18:25 AM EDT
OCS-L-P-1464264,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.206,Laura.Pagano,3/11/20 5:01:14 PM EDT
OCS-L-P-1464265,Managed,"Escalated, Laptop, Workstation",10.55.26.208,N/A,3/11/20 4:24:29 PM EDT
OCS-L-P-1524293,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.115,Tyanne.Faulkes,3/11/20 4:20:39 PM EDT
OCS-L-P-1524294,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.214,Katie.Reser,3/10/20 3:53:05 PM EDT
OCS-L-P-1524295,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.132,N/A,3/11/20 5:03:31 PM EDT
OCS-L-P-1524296,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.219,Brooke.Maser,3/11/20 5:07:11 PM EDT
OCS-L-P-1524297,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.35.27,Jessica.Murphy,3/11/20 4:34:38 PM EDT
OCS-L-P-1524298,Managed,"Escalated, Laptop, Workstation",10.55.26.126,N/A,3/10/20 3:58:57 PM EDT
OCS-L-P-1524299,Managed,"Escalated, Laptop, Workstation",172.31.13.218,Toshi.Wozumi,3/11/20 4:36:48 PM EDT
OCS-L-P-1524300,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.118,N/A,3/11/20 5:03:48 PM EDT
OCS-L-P-1524301,Managed,"Escalated, Laptop, Workstation",172.31.13.24,Peter.Holmberg,3/10/20 7:23:10 PM EDT
OCS-L-P-1772756,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.207,N/A,3/11/20 5:03:19 PM EDT
OCS-L-P-4062623,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.112,N/A,3/11/20 5:06:26 PM EDT
OCS-L-P-4078522,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.102,Shelley.Devereaux,3/11/20 5:11:18 PM EDT
OCS-L-P-4078523,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.129,Priscilla.Haskell,3/11/20 5:03:16 PM EDT
OCS-L-P-4078524,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.215,Crescent.Moegling,3/11/20 4:51:34 PM EDT
OCS-L-P-4078525,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.55.26.101,Olivia.Hauser,3/11/20 4:33:46 PM EDT
OCS-L-P-4102024,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.217,Adam.Argento,3/11/20 4:34:48 PM EDT
OCS-L-P-4310154,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.213,Stephen.Gallaher,3/11/20 5:03:40 PM EDT
OCS-L-P-4358651,Managed,"Escalated, Laptop, Workstation",172.31.35.20,Liujuan.Tang,3/11/20 4:23:06 PM EDT
OCS-S-004173647,Unmanaged,,,,
OCS-S-004173648,Managed,Server,10.111.42.169,N/A,3/11/20 4:16:40 PM EDT
OCS-S-AHB02,Managed,"Escalated, Server",10.49.33.12,Joseph.Berry.ou,3/11/20 4:35:08 PM EDT
OCS-S-AHB-FS01,Managed,Server,10.49.33.58,N/A,3/11/20 4:33:20 PM EDT
OCS-S-AHB-FS02,Managed,Server,10.49.33.62,N/A,3/11/20 4:33:30 PM EDT
OCS-S-AHB-FS03,Managed,Server,10.49.33.60,N/A,3/11/20 4:33:08 PM EDT
OCS-S-AHB-NETBK,Managed,Server,10.49.33.49,joseph.berry.ou,3/11/20 4:34:32 PM EDT
OCS-S-BACKUP01,Managed,Server,10.111.60.31,N/A,1/27/20 9:20:04 AM EST
OCS-S-DPM02,Managed,"Escalated, Server",10.111.56.140,Anthony.Johnson.ou,3/11/20 4:34:36 PM EDT
OCS-S-DPM03,Managed,Server,10.111.56.72,N/A,3/11/20 4:35:11 PM EDT
OCS-S-FILE01,Managed,Server,10.111.60.21,N/A,3/11/20 4:33:47 PM EDT
OCS-S-FILE02,Managed,Server,10.111.56.132,N/A,3/11/20 4:34:10 PM EDT
OCS-S-FILE03,Managed,Server,10.111.56.158,N/A,3/11/20 4:33:50 PM EDT
OCS-S-FILE04,Managed,Server,10.111.56.160,N/A,3/11/20 4:34:42 PM EDT
OCS-S-FILE05,Managed,Server,10.111.60.24,N/A,3/11/20 4:34:10 PM EDT
OCS-S-FILE06,Managed,Server,10.111.56.210,N/A,3/11/20 4:34:00 PM EDT
OCS-S-FILE07,Managed,Server,10.111.56.108,N/A,3/11/20 4:34:06 PM EDT
OCS-S-FILE08,Managed,Server,10.111.60.4,N/A,3/11/20 4:33:57 PM EDT
OCS-S-FILE09,Managed,Server,10.111.62.0,N/A,3/11/20 4:33:58 PM EDT
OCS-S-FILEA6,Managed,Server,10.49.33.65,N/A,3/11/20 4:34:08 PM EDT
OCS-S-FILEP1,Managed,Server,10.55.26.28,N/A,3/11/20 4:34:10 PM EDT
OCS-S-FILEP2,Managed,Server,10.55.26.251,N/A,3/11/20 4:33:16 PM EDT
OCS-S-FILEP3,Managed,Server,10.55.26.6,N/A,3/11/20 4:33:42 PM EDT
OCS-S-FILEP5,Managed,Server,10.55.26.111,N/A,3/11/20 4:33:33 PM EDT
OCS-S-FILEP6,Managed,Server,10.55.26.30,N/A,3/11/20 4:33:28 PM EDT
OCS-S-HYPERV06,Managed,Server,10.111.62.33,N/A,3/11/20 4:35:09 PM EDT
OCS-S-HYPERV07,Managed,Server,10.111.56.31,N/A,3/11/20 4:33:38 PM EDT
OCS-S-HYPERV08,Managed,Server,10.111.60.12,N/A,3/11/20 4:33:39 PM EDT
OCS-S-HYPERV09,Managed,Server,10.111.62.2,N/A,3/11/20 4:34:09 PM EDT
OCS-S-HYPERVA7,Managed,Server,10.49.33.56,N/A,3/11/20 4:35:21 PM EDT
OCS-S-HYPERVP3,Managed,Server,10.55.26.5,N/A,3/11/20 4:34:15 PM EDT
OCS-S-HYPERVP5,Managed,"Escalated, Server",10.55.26.14,N/A,3/11/20 4:25:25 PM EDT
OCS-S-HYPERVT,Managed,"Escalated, Server",10.111.60.2,N/A,3/11/20 4:33:21 PM EDT
OCS-S-MCD01,Managed,"Hyper-V Guests, Server",10.111.56.50,N/A,3/11/20 4:33:11 PM EDT
OCS-S-MGT02,Managed,"Escalated, Server",10.111.56.25,"Jose.Rivera.OU,Robert.Nehorayoff.LA,Anthony.Johnson.OU",3/11/20 4:35:43 PM EDT
OCS-S-MGT03,Managed,Server,10.55.26.107,N/A,3/11/20 4:34:24 PM EDT
OCS-S-MGTP4,Managed,Server,10.55.26.109,N/A,3/11/20 4:34:11 PM EDT
OCS-S-P-BACK01,Managed,Server,10.55.26.128,N/A,3/11/20 4:34:45 PM EDT
OCS-S-P-FILE02,Managed,"Escalated, Server",10.55.26.13,N/A,3/11/20 4:33:49 PM EDT
OCS-S-P-FILE03,Managed,Server,10.55.26.106,N/A,3/11/20 4:33:35 PM EDT
OCS-S-PHBDB,Managed,Server,10.55.26.11,N/A,9/9/19 2:02:12 PM EDT
OCS-S-P-NAS,Unmanaged,,,,
OCS-S-P-NAS2,Unmanaged,,,,
OCS-S-R4300101,Unmanaged,,,,
OCS-S-R4300301,Managed,Server,10.55.26.29,N/A,3/11/20 4:33:38 PM EDT
OCS-S-R4300401,Managed,"Escalated, Server",10.83.161.101,N/A,3/11/20 4:33:05 PM EDT
OCS-S-R4300501,Managed,Server,192.168.0.95,NRT5.LA,3/11/20 4:26:10 PM EDT
OCS-S-R4300601,Unmanaged,,,,
