System Name,Managed State,Tags,IP address,User Name,Last Communication
OCS-S-SQL22,Managed,"Hyper-V Guests, Server",10.111.56.44,N/A,3/11/20 4:33:59 PM EDT
OCS-S-VDA01,Managed,"Escalated, Server",10.111.62.15,"tangdi.yang,Kieumy.Dinh,Joseph.Bentley,Aleah.Worthem,Kathryn.ONeill,david.merke,Julio.Castillo,Kayla.Maurer,Andres.Garrido,....",3/11/20 4:40:18 PM EDT
OCS-S-VDA02,Managed,"Escalated, Server",10.111.56.87,"david.waggoner,david.riccio,mark.hetrick,David.A.Strickler,allison.wittrock,michael.gaeta,Pravin.Shrestha,Guillaume.Auclert,...",3/11/20 4:39:35 PM EDT
OCS-S-VDADEV,Managed,"Escalated, Server",10.111.56.88,N/A,3/11/20 4:23:24 PM EDT
OCS-T-000789638,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.91,Jose.Rivera,3/11/20 5:03:53 PM EDT
OCS-T-004002606,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.218,scott.sherman,3/11/20 1:52:11 PM EDT
OCS-T-004002607,Managed,"EEPC Apply, Escalated, Laptop, Workstation",192.168.1.169,matt.kroll,3/11/20 4:14:13 PM EDT
OCS-T-004181998,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.154,Joe.Courange,3/11/20 2:25:46 PM EDT
OCS-T-004187402,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.13,Tim.Maclaughlin,3/11/20 9:32:33 AM EDT
OCS-T-004187404,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.12,John.Nyberg,3/11/20 5:07:30 PM EDT
OCS-T-004187405,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.158,Richard.Powell,3/11/20 4:50:13 PM EDT
OCS-T-004187406,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.41.38,David.Barglow,3/11/20 3:23:13 PM EDT
OCS-T-004187409,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.186,Lucy.Hick,3/11/20 4:28:46 PM EDT
OCS-T-004187410,Managed,"EEPC Apply, Escalated, Laptop, Workstation",172.31.13.131,mike.brown,3/11/20 2:26:18 PM EDT
OCS-T-004187412,Managed,"EEPC Apply, Escalated, Laptop, Workstation",10.111.42.132,julia.powell,3/11/20 4:13:54 PM EDT
OCS-VS-2016TEST,Managed,"Hyper-V Guests, Server",10.111.60.29,Tim.MacLaughlin.ou,3/11/20 4:35:14 PM EDT
OCS-VS-APP02,Managed,"Escalated, Hyper-V Guests, Server",10.111.56.67,jim.salman.la,3/11/20 4:33:37 PM EDT
OCS-VS-APPD6,Managed,"Hyper-V Guests, Server",10.111.62.34,N/A,3/11/20 4:35:00 PM EDT
OCS-VS-APPD7,Managed,"Hyper-V Guests, Server",10.111.62.13,N/A,3/11/20 4:46:48 PM EDT
OCS-VS-APPT7,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.27,N/A,3/11/20 4:35:43 PM EDT
OCS-VS-ARCD102,Managed,"Escalated, Hyper-V Guests, Server",10.111.56.150,N/A,3/11/20 4:34:22 PM EDT
OCS-VS-AWS01,Managed,Server,10.111.60.6,N/A,1/9/20 7:40:21 AM EST
OCS-VS-AWS19,Managed,Server,10.111.62.42,N/A,3/11/20 5:02:15 PM EDT
OCS-VS-AXOSOFT,Managed,"Hyper-V Guests, Server",10.111.56.154,N/A,2/3/20 9:34:01 AM EST
OCS-VS-BAT13D1,Managed,"Hyper-V Guests, Server",10.55.26.89,N/A,3/11/20 4:34:34 PM EDT
OCS-VS-BAT13P1,Managed,"Hyper-V Guests, Server",10.111.56.171,ocs.svc.spadminP13,3/11/20 4:33:34 PM EDT
OCS-VS-CHURN,Managed,"Hyper-V Guests, Server",10.111.62.19,erick.difiore.la,3/11/20 4:33:33 PM EDT
OCS-VS-CHURND,Managed,"Hyper-V Guests, Server",10.111.56.29,erick.difiore.la,3/11/20 4:33:51 PM EDT
OCS-VS-CITRIX02,Managed,"Hyper-V Guests, Server",10.111.56.78,N/A,3/11/20 4:33:27 PM EDT
OCS-VS-CMMB01,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.13,N/A,3/11/20 4:33:58 PM EDT
OCS-VS-CPDEV03,Managed,"Escalated, Hyper-V Guests, Server",10.111.62.1,Randa.Daniel,3/11/20 4:33:36 PM EDT
OCS-VS-CPWEB01,Managed,"Hyper-V Guests, Server",10.111.56.47,Randa.Daniel,3/4/20 2:33:57 PM EST
OCS-VS-CPWEB03,Managed,Server,10.111.60.8,N/A,3/11/20 4:33:36 PM EDT
OCS-VS-DEV01,Managed,"Hyper-V Guests, Server",10.111.60.18,N/A,3/11/20 4:34:30 PM EDT
OCS-VS-EGIS01,Managed,"Hyper-V Guests, Server",10.111.62.29,N/A,3/11/20 4:33:50 PM EDT
OCS-VS-EGIS02,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.1,N/A,3/11/20 4:33:30 PM EDT
OCS-VS-EGISD02,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.16,N/A,3/11/20 4:33:37 PM EDT
OCS-VS-EPROJECT,Managed,"Escalated, Hyper-V Guests, Server",10.111.56.41,N/A,3/11/20 4:33:37 PM EDT
OCS-VS-ESRIPM02,Managed,"Escalated, Server",10.111.60.9,N/A,3/11/20 4:21:09 PM EDT
OCS-VS-FME01,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.5,N/A,3/11/20 4:33:44 PM EDT
OCS-VS-GADBPROC,Managed,"Hyper-V Guests, Server",10.111.62.36,N/A,3/11/20 4:33:33 PM EDT
OCS-VS-HISTPRO,Managed,"Hyper-V Guests, Server",10.111.56.76,N/A,3/11/20 4:33:58 PM EDT
OCS-VS-LIC01,Managed,"Hyper-V Guests, Server",10.111.56.83,N/A,3/11/20 4:34:16 PM EDT
OCS-VS-LIC02,Managed,Server,10.111.56.84,N/A,3/11/20 4:33:42 PM EDT
OCS-VS-LOG02,Managed,"Hyper-V Guests, Server",10.111.62.16,N/A,3/11/20 5:04:59 PM EDT
OCS-VS-MFILM,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.3,N/A,3/11/20 4:33:49 PM EDT
OCS-VS-NBS01,Managed,"Escalated, Hyper-V Guests, Server",10.111.60.15,Casiano.Koprowski,3/11/20 4:35:08 PM EDT
OCS-VS-NBS02,Managed,"Escalated, Server",10.71.101.6,N/A,12/6/19 3:02:58 PM EST
OCS-VS-OPSMGR,Managed,"Hyper-V Guests, Server",10.111.56.133,N/A,3/11/20 4:33:42 PM EDT
OCS-VS-OWA13D1,Managed,"Hyper-V Guests, Server",10.55.26.90,N/A,3/11/20 4:34:33 PM EDT
OCS-VS-OWA13P1,Managed,"Hyper-V Guests, Server",10.111.56.172,N/A,3/11/20 4:34:10 PM EDT
OCS-VS-P-FS1,Managed,"Hyper-V Guests, Server",10.55.26.249,N/A,3/11/20 4:25:24 PM EDT
OCS-VS-P-FS2,Managed,"Hyper-V Guests, Server",10.55.26.250,N/A,3/11/20 4:25:38 PM EDT
OCS-VS-PGS21,Managed,Server,10.111.56.93,N/A,3/11/20 4:33:36 PM EDT
OCS-VS-PGSD21,Managed,"Hyper-V Guests, Server",10.111.62.10,N/A,3/11/20 4:33:36 PM EDT
OCS-VS-PHBDB,Managed,Server,10.55.26.119,N/A,9/9/19 1:57:13 PM EDT
OCS-VS-PHBLIC,Managed,Server,10.55.26.86,N/A,10/8/19 1:56:54 PM EDT
OCS-VS-PRINT01,Managed,"Escalated, Hyper-V Guests, Server",10.111.56.77,N/A,3/11/20 4:33:41 PM EDT
OCS-VS-SCANP1,Managed,"Escalated, Hyper-V Guests, Server",10.55.26.7,N/A,3/11/20 4:25:16 PM EDT
OCS-VS-SQL13D1,Managed,"Hyper-V Guests, Server",10.55.26.91,N/A,3/11/20 4:34:04 PM EDT
OCS-VS-SQL13P1,Managed,"Hyper-V Guests, Server",10.111.56.173,N/A,3/11/20 4:33:22 PM EDT
OCS-VS-SQLT2DEV,Managed,"Escalated, Server",10.111.62.30,jingkang.huang.ou,3/11/20 4:34:46 PM EDT
OCS-VS-SQLT2PRD,Managed,Server,10.111.60.10,N/A,3/11/20 4:33:37 PM EDT
OCS-VS-TABLEAU2,Managed,"Escalated, Server",10.111.62.43,N/A,3/10/20 8:37:45 AM EDT
OCS-VS-TABLEAUD,Managed,"Escalated, Server",10.111.60.14,N/A,12/23/19 8:05:12 AM EST
OCS-VS-TABLEAUN,Managed,Server,10.111.60.7,James.hawks.LA,3/11/20 5:00:53 PM EDT
OCS-VS-WEB21,Managed,"Hyper-V Guests, Server",10.111.56.118,scott.sherman,3/11/20 4:33:33 PM EDT
OCS-VS-WEBD1,Managed,"Escalated, Server",10.111.56.55,scott.sherman,3/11/20 4:41:03 PM EDT
OCS-VS-WEBD2,Managed,"Hyper-V Guests, Server",10.111.62.23,N/A,3/11/20 4:33:55 PM EDT
OCS-VS-WFE13D2,Managed,Server,10.55.26.92,N/A,3/11/20 4:34:31 PM EDT
OCS-VS-WFE13D3,Managed,Server,10.55.26.93,N/A,3/11/20 4:34:31 PM EDT
OCS-VS-WFE13P1,Managed,Server,10.111.56.174,ocs.svc.spadminP13,3/11/20 4:33:29 PM EDT
OCS-VS-WFE13P2,Managed,Server,10.111.56.175,ocs.svc.spadminP13,3/11/20 4:33:38 PM EDT
OCS-VW-AHB02,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.66,N/A,3/11/20 4:35:11 PM EDT
OCS-VW-AHB03,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.87,N/A,3/11/20 4:36:02 PM EDT
OCS-VW-AHB04,Managed,"Hyper-V Guests, Workstation",10.49.33.53,N/A,3/11/20 4:36:37 PM EDT
OCS-VW-AHB05,Managed,"Escalated, Workstation",10.49.33.118,N/A,1/27/20 8:57:18 PM EST
OCS-VW-AHB06,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.97,N/A,3/3/20 5:06:49 PM EST
OCS-VW-AHB08,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.100,N/A,3/11/20 4:35:39 PM EDT
OCS-VW-AHB09,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.106,N/A,3/11/20 4:36:11 PM EDT
OCS-VW-AHB10,Managed,"Hyper-V Guests, Workstation",10.49.33.91,N/A,3/11/20 4:35:41 PM EDT
OCS-VW-AHB12,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.105,N/A,3/11/20 4:35:52 PM EDT
OCS-VW-AHB13,Managed,"Hyper-V Guests, Workstation",10.49.33.109,N/A,3/11/20 4:36:15 PM EDT
OCS-VW-AHB14,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.116,jeffery.marshall,3/11/20 4:35:33 PM EDT
OCS-VW-AHB15,Managed,"Escalated, Hyper-V Guests, Workstation",10.49.33.81,N/A,3/11/20 4:35:41 PM EDT
OCS-VW-CPBCS6,Managed,"Escalated, Workstation",10.111.62.6,Richard.Powell,3/11/20 4:35:18 PM EDT
OCS-VW-FADSENC,Managed,"Hyper-V Guests, Workstation",10.111.60.33,N/A,3/11/20 4:26:32 PM EDT
OCS-VW-FADSRNC,Managed,"Escalated, Workstation",10.111.60.23,N/A,3/11/20 4:34:39 PM EDT
OCS-VW-HYDROT,Managed,Workstation,10.71.101.15,N/A,10/1/19 10:35:39 PM EDT
OCS-VW-NCS2DEV,Managed,"Escalated, Workstation",10.111.62.20,N/A,3/11/20 4:34:03 PM EDT
OCS-VW-NCS2TEST,Managed,"Escalated, Workstation",10.111.60.0,N/A,3/11/20 4:34:56 PM EDT
OCS-VW-NCSIIAHB,Managed,"Hyper-V Guests, Workstation",10.49.33.90,N/A,3/11/20 4:35:33 PM EDT
OCS-VW-NCSIIP01,Managed,"Hyper-V Guests, Workstation",10.111.62.38,N/A,2/17/20 11:51:54 PM EST
OCS-VW-NCSIIPHB,Managed,"Escalated, Hyper-V Guests, Workstation",10.55.26.133,N/A,2/14/20 8:25:34 AM EST
OCS-VW-NGAPROD,Managed,"Escalated, Workstation",10.111.62.5,N/A,3/11/20 4:34:29 PM EDT
OCS-VW-WIN10,Managed,"Escalated, Hyper-V Guests, Workstation",10.111.60.28,N/A,2/14/20 8:42:41 PM EST
OCS-VW-WIN105,Managed,"Escalated, Hyper-V Guests, Workstation",10.111.62.39,leland.snyder,3/11/20 5:00:36 PM EDT
OCS-VW-WINP101,Managed,"Escalated, Workstation",10.55.26.120,N/A,1/22/20 2:56:29 PM EST
OCS-VW-WINP102,Managed,"Escalated, Workstation",10.55.26.122,N/A,1/22/20 2:58:32 PM EST
OCS-VW-WINP103,Managed,"Escalated, Workstation",10.55.26.124,N/A,3/11/20 4:27:13 PM EDT
OCS-VW-WINP104,Managed,"Escalated, Workstation",10.55.26.105,N/A,3/11/20 4:27:45 PM EDT
OCS-W-001680620,Managed,"Escalated, Workstation",10.49.33.71,joseph.berry.ou,2/26/20 10:40:49 AM EST
OCS-W-001680624,Managed,"Escalated, Workstation",10.49.33.80,joseph.berry.ou,3/11/20 4:33:46 PM EDT
OCS-W-001680634,Managed,"Escalated, Workstation",10.49.33.114,N/A,3/11/20 4:34:16 PM EDT
OCS-W-001680638,Managed,"Escalated, Workstation",10.49.33.78,James.J.Miller,3/11/20 4:35:07 PM EDT
OCS-W-001680640,Managed,"Escalated, Workstation",10.49.33.112,"Clinton.R.Marcus,Clinton.R.Marcus.LA",3/11/20 4:34:59 PM EDT
OCS-W-001680702,Managed,"Escalated, Workstation",10.49.33.96,Vanessa.Miller,3/11/20 4:34:10 PM EDT
OCS-W-001680703,Managed,"Escalated, Workstation",10.49.33.95,jonathan.haines,3/11/20 4:33:38 PM EDT
OCS-W-001680704,Managed,"Escalated, Workstation",10.49.33.111,N/A,3/11/20 4:33:39 PM EDT
OCS-W-001680710,Managed,"Escalated, Workstation",10.49.33.101,N/A,3/11/20 4:34:03 PM EDT
OCS-W-001680718,Managed,"Escalated, Workstation",10.49.33.108,Julia.Wallace,3/11/20 4:34:21 PM EDT
OCS-W-001680719,Managed,"Escalated, Workstation",10.49.33.98,N/A,3/11/20 4:33:59 PM EDT
OCS-W-001680720,Managed,"Escalated, Workstation",10.49.33.113,alessandra.ditommaso,3/11/20 4:33:48 PM EDT
OCS-W-001775279,Managed,"Escalated, Workstation",10.49.33.85,N/A,2/26/20 12:35:02 PM EST
OCS-W-004101152,Managed,"Escalated, Workstation",10.111.42.140,N/A,3/11/20 4:33:51 PM EDT
OCS-W-004101155,Managed,"Escalated, Workstation",10.49.33.79,Vanessa.Miller,3/11/20 4:34:04 PM EDT
OCS-W-004101165,Managed,"Escalated, Workstation",10.111.49.2,N/A,3/11/20 4:33:13 PM EDT
OCS-W-004101170,Managed,"Escalated, Workstation",10.111.41.6,Richard.T.Brennan,3/11/20 4:34:17 PM EDT
OCS-W-004101174,Managed,"Escalated, Workstation",10.111.41.30,eric.g.younkin,3/11/20 4:32:50 PM EDT
OCS-W-004101847,Managed,"Escalated, Workstation",10.111.49.57,Susan.Stevenson,3/11/20 4:33:13 PM EDT
OCS-W-004101848,Managed,"Escalated, Workstation",10.111.42.157,N/A,3/11/20 4:34:19 PM EDT
OCS-W-004101858,Managed,"Escalated, Workstation",10.111.42.159,Kathryn.Ries,3/11/20 4:33:55 PM EDT
OCS-W-004101860,Managed,"Escalated, Workstation",10.111.52.177,N/A,3/11/20 4:34:03 PM EDT
OCS-W-004101864,Managed,Workstation,10.111.42.129,N/A,3/11/20 4:34:00 PM EDT
OCS-W-004101866,Managed,"Escalated, Workstation",10.111.49.4,Joseph.Linza,3/11/20 4:33:41 PM EDT
OCS-W-004101867,Managed,"Escalated, Workstation",10.111.52.195,Michael.A.Theberge,3/11/20 4:33:05 PM EDT
OCS-W-004101872,Managed,"Escalated, Workstation",10.111.41.71,Alexis.Maxwell,3/11/20 4:33:20 PM EDT
OCS-W-004101873,Managed,"Escalated, Workstation",10.111.52.217,N/A,3/11/20 4:33:37 PM EDT
OCS-W-004101875,Managed,"Escalated, Workstation",10.111.52.186,N/A,3/11/20 4:33:04 PM EDT
OCS-W-004101876,Managed,"Escalated, Workstation",10.111.41.5,Annaclaire.Myrie,3/11/20 4:33:20 PM EDT
OCS-W-004101877,Managed,"Escalated, Workstation",10.111.52.203,Lijuan.Huang,3/11/20 4:33:11 PM EDT
OCS-W-004101878,Managed,"Escalated, Workstation",10.111.52.183,N/A,3/11/20 4:33:44 PM EDT
OCS-W-004101879,Managed,"Escalated, Workstation",10.111.49.56,James.Moy,3/11/20 4:33:16 PM EDT
OCS-W-004101880,Managed,"Escalated, Workstation",10.111.52.228,N/A,3/11/20 4:33:26 PM EDT
OCS-W-004101881,Managed,"Escalated, Workstation",10.111.52.163,N/A,3/11/20 4:33:35 PM EDT
OCS-W-004101882,Managed,"Escalated, Workstation",10.111.52.165,John.Doroba,3/11/20 4:33:28 PM EDT
OCS-W-004101883,Managed,"Escalated, Workstation",10.111.52.215,N/A,3/11/20 4:33:12 PM EDT
OCS-W-004101884,Managed,"Escalated, Workstation",10.111.49.50,N/A,3/11/20 4:33:40 PM EDT
OCS-W-004101885,Managed,"Escalated, Workstation",10.111.49.107,N/A,3/11/20 4:33:05 PM EDT
OCS-W-004101886,Managed,"Escalated, Workstation",10.111.49.55,justin.adams,3/11/20 4:44:35 PM EDT
OCS-W-004101887,Managed,"Escalated, Workstation",10.111.49.26,Peter.Siegenthaler,3/11/20 4:33:07 PM EDT
OCS-W-004101888,Managed,"Escalated, Workstation",10.111.49.5,N/A,3/11/20 4:33:30 PM EDT
OCS-W-004101889,Managed,"Escalated, Workstation",10.111.52.137,N/A,3/11/20 4:33:26 PM EDT
OCS-W-004101890,Managed,"Escalated, Workstation",10.111.52.220,N/A,3/11/20 4:33:46 PM EDT
OCS-W-004101903,Managed,"Escalated, Workstation",10.111.49.21,N/A,3/11/20 4:33:42 PM EDT
OCS-W-004101904,Managed,"Escalated, Workstation",10.111.49.3,N/A,3/11/20 4:33:54 PM EDT
OCS-W-004101908,Managed,"Escalated, Workstation",10.111.41.59,N/A,3/11/20 4:55:14 PM EDT
OCS-W-004101923,Managed,"Escalated, Workstation",192.168.18.88,N/A,3/11/20 4:34:01 PM EDT
OCS-W-004101925,Managed,"Escalated, Workstation",10.111.49.27,Dominick.Nordin,3/11/20 4:33:16 PM EDT
OCS-W-004101926,Managed,"Escalated, Workstation",10.111.49.14,N/A,3/11/20 4:33:22 PM EDT
OCS-W-004101927,Managed,"Escalated, Workstation",10.111.41.52,N/A,3/11/20 4:34:25 PM EDT
OCS-W-004101931,Managed,"Escalated, Workstation",10.111.52.231,N/A,3/11/20 4:33:53 PM EDT
OCS-W-004101933,Managed,"Escalated, Workstation",10.111.42.136,N/A,3/11/20 4:34:25 PM EDT
OCS-W-004101936,Managed,"Escalated, Workstation",10.111.42.202,Julie.Armstrong,3/11/20 4:34:16 PM EDT
OCS-W-004101942,Managed,"Escalated, Workstation",10.111.52.164,N/A,3/11/20 4:33:32 PM EDT
OCS-W-004101948,Managed,"Escalated, Workstation",10.111.42.177,N/A,3/11/20 4:34:12 PM EDT
OCS-W-004101954,Managed,"Escalated, Workstation",10.111.42.196,leland.snyder,3/11/20 4:13:20 PM EDT
OCS-W-004101973,Managed,"Escalated, Workstation",10.111.52.134,N/A,3/11/20 4:33:02 PM EDT
OCS-W-004101975,Managed,"Escalated, Workstation",10.111.42.201,Anthony.Johnson,3/11/20 4:33:38 PM EDT
OCS-W-004101977,Managed,"Escalated, Workstation",10.111.49.20,N/A,3/11/20 4:20:00 PM EDT
OCS-W-004167825,Managed,"Escalated, Workstation",10.111.42.131,N/A,3/11/20 4:34:02 PM EDT
OCS-W-004167826,Managed,"Escalated, Workstation",10.111.42.133,eric.g.younkin,3/11/20 4:34:14 PM EDT
OCS-W-004181963,Managed,"Escalated, Workstation",10.111.41.64,Alexander.Kurapov,3/11/20 4:34:20 PM EDT
OCS-W-004181964,Managed,"Escalated, Workstation",10.55.26.131,N/A,2/24/20 7:30:35 PM EST
OCS-W-004181965,Managed,"Escalated, Workstation",10.111.42.142,Phil.Richardson,3/11/20 5:04:14 PM EDT
OCS-W-004181966,Managed,"Escalated, Workstation",10.55.26.127,Liujuan.Tang,3/11/20 4:35:40 PM EDT
OCS-W-004181968,Managed,"Escalated, Workstation",10.55.26.120,N/A,3/11/20 5:06:26 PM EDT
OCS-W-004181969,Managed,"Escalated, Workstation",10.111.41.60,Yi.Chen,3/11/20 5:04:45 PM EDT
OCS-W-004181970,Managed,"Escalated, Workstation",10.111.42.153,Kenia.Allen,3/11/20 4:33:48 PM EDT
OCS-W-004181971,Managed,"Escalated, Workstation",10.111.42.181,ghani.saouti,3/11/20 4:33:49 PM EDT
OCS-W-004187428,Managed,"Escalated, Workstation",10.111.42.144,N/A,3/11/20 4:34:11 PM EDT
OCS-W-004187429,Managed,"Escalated, Workstation",10.111.41.81,N/A,3/11/20 4:33:47 PM EDT
OCS-W-004187430,Managed,"Escalated, Workstation",10.111.41.68,N/A,3/11/20 4:33:35 PM EDT
OCS-W-004187431,Managed,"Escalated, Workstation",10.111.42.192,N/A,3/11/20 4:33:52 PM EDT
OCS-W-004222329,Managed,"Escalated, Workstation",10.111.41.82,Annaclaire.Myrie,3/11/20 4:34:00 PM EDT
OCS-W-004358701,Managed,"Escalated, Workstation",10.111.52.135,N/A,3/11/20 4:33:41 PM EDT
OCS-W-004358702,Managed,"Escalated, Workstation",10.111.49.37,"Yogen.Drans,Shachak.Peeri",3/11/20 4:33:35 PM EDT
OCS-W-004358703,Managed,"Escalated, Workstation",10.111.42.170,Alexis.Maxwell,3/11/20 4:33:20 PM EDT
OCS-W-004358704,Managed,"Escalated, Workstation",10.111.49.13,"Yogen.Drans,Julio.Castillo",3/11/20 4:33:07 PM EDT
OCS-W-004358706,Managed,"Escalated, Workstation",10.111.49.11,Cara.Curran,3/11/20 4:33:37 PM EDT
OCS-W-004358708,Managed,"Escalated, Workstation",10.111.49.88,N/A,3/11/20 4:33:03 PM EDT
OCS-W-004358710,Managed,"Escalated, Workstation",10.111.52.130,N/A,3/11/20 4:33:28 PM EDT
OCS-W-004358712,Managed,"Escalated, Workstation",10.111.52.129,Katherine.Kasischke,3/11/20 4:33:20 PM EDT
OCS-W-004358713,Managed,"Escalated, Workstation",10.111.49.86,Kayla.Maurer,3/11/20 3:33:09 PM EDT
OCS-W-004358714,Managed,"Escalated, Workstation",10.111.49.82,Jacob.Ripma,3/11/20 4:33:19 PM EDT
OCS-W-004358716,Managed,"Escalated, Workstation",10.111.49.51,Jonathan.Freel,3/11/20 4:33:19 PM EDT
OCS-W-004358718,Managed,"Escalated, Workstation",10.111.52.248,N/A,3/11/20 4:32:53 PM EDT
OCS-W-004358719,Managed,"Escalated, Workstation",10.111.52.239,N/A,3/11/20 4:32:55 PM EDT
OCS-W-004420306,Managed,"Escalated, Workstation",10.49.33.94,Bryan.Chauveau,3/11/20 4:41:43 PM EDT
OCS-W-004420307,Managed,"Escalated, Workstation",10.49.33.51,angelina.ponella,3/11/20 4:21:07 PM EDT
OCS-W-004420308,Managed,"Escalated, Workstation",10.49.33.99,Casiano.Koprowski,3/11/20 4:35:04 PM EDT
OCS-W-004420309,Managed,"Escalated, Workstation",10.49.33.115,Joseph.Berry,3/11/20 5:03:05 PM EDT
OCS-W-004420312,Managed,"Escalated, Workstation",10.49.33.72,N/A,3/11/20 4:34:04 PM EDT
OCS-W-A-1680633,Managed,"Escalated, Workstation",10.49.33.70,N/A,3/11/20 4:34:00 PM EDT
OCS-W-P-1769810,Managed,"Escalated, Workstation",10.55.26.187,N/A,3/11/20 4:33:47 PM EDT
OCS-W-P-4078431,Managed,"Escalated, Workstation",10.55.26.186,N/A,3/11/20 4:33:40 PM EDT
OCS-W-P-4078432,Managed,"Escalated, Workstation",10.55.26.185,N/A,3/9/20 11:33:57 PM EDT
OCS-W-P-4078434,Managed,"Escalated, Workstation",10.55.26.183,Jessica.Murphy,3/11/20 4:52:48 PM EDT
OCS-W-P-4078435,Managed,"Escalated, Workstation",10.55.26.182,Fernando.Ortiz,3/11/20 4:33:21 PM EDT
OCS-W-P-4078436,Managed,"Escalated, Workstation",10.55.26.181,Brooke.Maser,3/11/20 4:33:16 PM EDT
OCS-W-P-4078439,Managed,"Escalated, Workstation",10.55.26.179,N/A,3/11/20 4:33:41 PM EDT
OCS-W-P-4078440,Managed,"Escalated, Workstation",10.55.26.178,N/A,3/11/20 4:34:06 PM EDT
OCS-W-P-4078442,Managed,"Escalated, Workstation",10.55.26.176,Toshi.Wozumi,3/11/20 5:03:52 PM EDT
OCS-W-P-4078443,Managed,"Escalated, Workstation",10.55.26.175,Paul.Sutlovich,3/11/20 4:34:04 PM EDT
OCS-W-P-4078444,Managed,"Escalated, Workstation",10.55.26.174,N/A,3/11/20 4:33:10 PM EDT
OCS-W-P-4078445,Managed,"Escalated, Workstation",10.55.26.173,Tyanne.Faulkes,3/11/20 4:33:35 PM EDT
OCS-W-P-4078447,Managed,"Escalated, Workstation",10.55.26.171,N/A,3/11/20 4:33:25 PM EDT
OCS-W-P-4078448,Managed,"Escalated, Workstation",10.55.26.170,Adam.Argento,3/11/20 4:33:41 PM EDT
OCS-W-P-4078481,Managed,"Escalated, Workstation",10.55.26.167,N/A,3/11/20 4:33:41 PM EDT
OCS-W-P-4078482,Managed,"Escalated, Workstation",10.55.26.166,N/A,3/11/20 4:33:57 PM EDT
OCS-W-P-4078483,Managed,"Escalated, Workstation",10.55.26.165,peter.holmberg,3/11/20 4:33:33 PM EDT
OCS-W-P-4078484,Managed,"Escalated, Workstation",10.55.26.164,N/A,3/11/20 4:33:42 PM EDT
OCS-W-P-4078485,Managed,"Escalated, Workstation",10.55.26.163,Laura.Pagano,3/11/20 4:33:20 PM EDT
OCS-W-P-4078486,Managed,"Escalated, Workstation",10.55.26.162,Kurt.Mueller,3/11/20 4:33:33 PM EDT
OCS-W-P-4078487,Managed,"Escalated, Workstation",10.55.26.161,Kurt.Brown,3/11/20 4:33:20 PM EDT
